學年度	學期別	課號	永久課號	課程名稱	人數上限	上課時間	上課教室	學分	時數	開課教師	所屬系所名稱	選別	開課系所
101	2	3303	COM1102	入門華語(二)	15	2IJ	A507	2	2	李曉慧	華語中心	選修	華語中心
101	2	3304	COM1102	入門華語(二)	15	5CD	A403	2	2	李曉慧	華語中心	選修	華語中心
101	2	3306	COM1103	入門華語(三)	15	4IJ	A502	2	2	李芳蓓	語言教學與研究中心	選修	華語中心
101	2	3308	COM1111	入門生活華語(一)	15	4EF	A403	2	2	李曉慧	華語中心	選修	華語中心
101	2	3309	COM1112	入門生活華語(二)	15	1GH	A403	2	2	林佳慧	華語中心	選修	華語中心
101	2	3310	COM1112	入門生活華語(二)	15	2AB	A403	2	2	林佳慧	華語中心	選修	華語中心
101	2	3311	COM1201	基礎華語(一)	15	3EF	A402	2	2	林佳慧	華語中心	選修	華語中心
101	2	3312	COM1202	基礎華語(二)	15	2EF	A402	2	2	鄭彩娥	華語中心	選修	華語中心
101	2	3313	COM1203	基礎華語(三)	15	4EF	A402	2	2	鄭彩娥	華語中心	選修	華語中心
101	2	3314	COM1211	基礎生活華語(一)	15	1EF	A403	2	2	林佳慧	華語中心	選修	華語中心
101	2	3317	COM1221	基礎華語會話(一)	15	2CD	A202	2	2	林佳慧	華語中心	選修	華語中心
101	2	3318	COM1222	基礎華語會話(二)	15	2GH	A402	2	2	李曉慧	華語中心	選修	華語中心
101	2	3320	COM1301	初級華語(一)	15	1GH	A402	2	2	張慧貞	華語中心	選修	華語中心
101	2	3321	COM1302	初級華語(二)	15	3EF	A403	2	2	鄭彩娥	華語中心	選修	華語中心
101	2	3322	COM1321	中級華語(一)	15	2CD	A402	2	2	鄭彩娥	華語中心	選修	華語中心
101	2	3323	COM1322	中級華語(二)	15	4CD	A310	2	2	李曉慧	華語中心	選修	華語中心
101	2	3324	COM1402	中高級華語(二)	15	4CD	A202	2	2	鄭彩娥	華語中心	選修	華語中心
101	2	3327	COM1512	高級華語閱讀(二)	15	4GH	A402	2	2	張慧貞	華語中心	選修	華語中心
101	2	3328	COM1601	入門科技華語	15	1EF	A402	2	2	鄭彩娥	華語中心	選修	華語中心
101	2	3329	COM1601	入門科技華語	15	3CD	A402	2	2	鄭彩娥	華語中心	選修	華語中心
101	2	3401	COM3001	華語教學概論	9999	3CD	A202	2	2	林佳慧	華語中心	選修	華語中心
101	2	3402	COM3003	華語文教學實習	9999	4GH	A403	2	2	李曉慧	華語中心	選修	華語中心
101	2	3501	SEV0025	動物與我-服務學習二	50	2GH	M105	1	2	包曉天	管理科學系	必修	服務學習中心
101	2	3502	SEV0016	原住民服務-服務學習二	30	1X	A306	1	2	李翹宏	人文社會學系	必修	服務學習中心
101	2	3503	SEV0037	關懷弱勢兒童-服務學習二	9999	3IJ	A202	1	2	陳仁姮	通識教育中心	必修	服務學習中心
101	2	3504	SEV0043	國際志工理念與實踐-服務學習二	30	2IJK	A202	2	3	白啟光	應用數學系	必修	服務學習中心
101	2	3601	PMU2002	鋼琴班	14	1CD	EE115	1	2	謝明志	通識教育中心	選修	音樂學分學程
101	2	3602	PMU2002	鋼琴班	14	5CD	EE115	1	2	葉怡君	音樂研究所	選修	音樂學分學程
101	2	3603	PMU2001	小提琴班	12	3CD	EE115	1	2	李俊穎	音樂研究所	選修	音樂學分學程
101	2	3604	PMU2003	古琴班	12	1EF	HA321	1	2	陳雯	音樂研究所	選修	音樂學分學程
101	2	5001	ECS5101	專題研討	9999			0	3	董蘭榮	電機工程學系	必修	電機資訊國際碩、博士學位
101	2	5003	ECS5203	計算機網路及應用	9999	1CD3X	CS4  	3	3	謝筱齡	資訊技術服務中心	選修	電機資訊國際碩、博士學位
101	2	5004	IEE5307	電子專題研討(固態組)	150	1EF	ED116	0	2	黃調元	電子工程學系	必修	電子研究所
101	2	5005	IEE5308	電子專題研討(系統組)	150	2EF	ED116	0	2	方偉騏	電子工程學系	必修	電子研究所
101	2	5008	IEE5326	微波電路	9999	5GHY	ED101	3	3	胡樹	電子工程學系	選修	電子研究所
101	2	5009	IEE5328	低維度奈米元件傳輸理論及計算	9999	3BCD	EDB22	3	3	陳明哲	電子工程學系	選修	電子研究所
101	2	5010	IEE5330	射頻超大型積體電路設計	30	2GHY	EDB22	3	3	王毓駒	電子工程學系	選修	電子研究所
101	2	5011	IEE5332	氧化物電子	30	2GH4F	ED201	3	3	侯拓宏	電子工程學系	選修	電子研究所
101	2	5012	IEE5333	毫米波電路與系統	9999	3G5EF	ED525	3	3	郭建男	電子工程學系	選修	電子研究所
101	2	5013	IEE5334	無線電力傳輸系統	9999	4EFG	EDB22	3	3	陳柏宏	電子工程學系	選修	電子研究所
101	2	5014	IEE5501	固態物理	70	4E5CD	ED201	3	3	林聖迪	電子工程學系	選修	電子研究所
101	2	5015	IEE5513	計算機結構	9999	3CD5B	ED220	3	3	劉志尉	電子工程學系	選修	電子研究所
101	2	5016	IEE5541	薄膜技術及分析	9999	5EFG	ED301	3	3	曾俊元	電子工程學系	選修	電子研究所
101	2	5017	IEE5554	高等電磁學（二）	30	1B3CD	ED302	3	3	林炯源	電子工程學系	選修	電子研究所
101	2	5018	IEE5558	材料分析	9999	3GHY	ED116	3	3	鄭晃忠	電子工程學系	選修	電子研究所
101	2	5019	IEE5561	半導體物理及元件（一）	9999	2B4CD	ED301	3	3	侯拓宏	電子工程學系	選修	電子研究所
101	2	5020	IEE5562	半導體物理及元件（二）	9999	1GH5B	ED201	3	3	郭治群	電子工程學系	選修	電子研究所
101	2	5021	IEE5562	半導體物理及元件（二）	80	1GH5B	ED220	3	3	汪大暉	電子工程學系	選修	電子研究所
101	2	5022	IEE5564	積體電路技術（二）	9999	2B4GH	ED101	3	3	崔秉鉞	電子工程學系	選修	電子研究所
101	2	5023	IEE5571	半導體實驗	50	3EF	ED220	2	5	陳冠能	電子工程學系	選修	電子研究所
101	2	5024	IEE5588	適應性訊號處理	9999	2B4EF	EDB22	3	3	桑梓賢	電子工程學系	選修	電子研究所
101	2	5025	IEE5589	化合物半導體物理及元件	9999	1BCD	EDB01	3	3	張國明	電子工程學系	選修	電子研究所
101	2	5026	IEE5613	量子力學	9999	2CD4B	EDB27	3	3	林聖迪	電子工程學系	選修	電子研究所
101	2	5027	IEE5642	奈米高頻工程	60	4IJK	ED301	3	3	荊鳳德	電子工程學系	選修	電子研究所
101	2	5028	IEE5664	超大型積體元件與技術特論	9999	4FGH	ED301	3	3	莊紹勳	電子工程學系	選修	電子研究所
101	2	5029	IEE5670	固態理論	30	2EF5EF	ED301	4	4	顏順通	電子工程學系	選修	電子研究所
101	2	5030	IEE5681	微機電元件技術	9999	3GHY	EDB22	3	3	鄭裕庭	電子工程學系	選修	電子研究所
101	2	5031	IEE5703	檢測與估計	9999	3GHY	ED301	3	3	馮智豪	電子工程學系	選修	電子研究所
101	2	5032	IEE5710	資料轉換積體電路	9999	1B2B3B	ED201	3	3	吳介琮	電子工程學系	選修	電子研究所
101	2	5033	IEE5712	積體電路設計實驗	60	3EFGH	ED415	3	4	李鎮宜	電子工程學系	選修	電子研究所
101	2	5034	IEE5719	生醫電子與系統	9999	2IJK	ES301	3	3	方偉騏	電子工程學系	選修	電子研究所
101	2	5035	IEE5723	實體設計自動化	9999	1CDX	EDB22	3	3	陳宏明	電子工程學系	選修	電子研究所
101	2	5036	IEE5725	機器學習	9999	1EF5G	ED201	3	3	王聖智	電子工程學系	選修	電子研究所
101	2	5037	IEE5726	感測與致動積體電路	9999	4BCD	EDB22	3	3	蔡嘉明	電子工程學系	選修	電子研究所
101	2	5038	IEE5730	元件與電路模擬特論	9999	3CDX	ED525	3	3	蘇彬	電子工程學系	選修	電子研究所
101	2	5039	IEE5731	生醫影像處理特論	9999	5EFG	ED305	3	3	張錫嘉	電子工程學系	選修	電子研究所
101	2	5040	IEE5733	智慧電子系統設計	9999	4EFG	ED415	3	3	郭峻因	電子工程學系	選修	電子研究所
101	2	5041	IEE5783	多處理器系統	65	4CDX	ED525	3	3	賴伯承	電子工程學系	選修	電子研究所
101	2	5042	IEE6802	高頻電路設計與實驗	20	1GHY3IJK	EDB22	3	6	王毓駒	電子工程學系	選修	電子研究所
101	2	5043	IEE7582	數位通訊	9999	3EFG	ED201	3	3	魏哲和	電子工程學系	選修	電子研究所
101	2	5044	IEE7699	行動通訊	9999	1B4CD	ED525	3	3	林大衛	電子工程學系	選修	電子研究所
101	2	5045	IEE7723	數位積體電路(英文班)	9999	4EFG	ES201	3	3	黃威	電子工程學系	選修	電子研究所
101	2	5046	IEE7732	高等數位訊號處理	9999	2GH5C	ED116	3	3	陳紹基	電子工程學系	選修	電子研究所
101	2	5047	IEE7745	訊源編碼	9999	1GHY	ED525	3	3	張添烜	電子工程學系	選修	電子研究所
101	2	5048	ICN5301	論文研討	9999	3EF	EEB1	1	2	吳炳飛	電機工程學系	必修	電控工程研究所
101	2	5049	ICN5320	嵌入式作業系統	25	4IJK	EE102	3	3	胡竹生	電機工程學系	選修	電控工程研究所
101	2	5050	ICN5337	精密馬達設計	9999	5IJK	EE102	3	3	王世杰	電機工程學系	選修	電控工程研究所
101	2	5051	ICN5340	嵌入式系統高階專題實作	25	1BCD	EE623	3	3	黃育綸	電機工程學系	選修	電控工程研究所
101	2	5052	ICN5341	USB微控器系統設計與實驗	9999	5EFG	EE634	3	3	林錫寬	電機工程學系	選修	電控工程研究所
101	2	5053	ICN5502	線性系統理論	9999	3BCD	EE623	3	3	王啟旭	電機工程學系	必修	電控工程研究所
101	2	5054	ICN5525	隨機過程	9999	2BCD	EE105	3	3	林清安	電機工程學系	必修	電控工程研究所
101	2	5055	ICN5528	穩健控制系統	80	4BCD	EE207	3	3	鄧清政	電機工程學系	必修	電控工程研究所
101	2	5056	ICN5539	非線性系統理論	9999	1BCD	EE209	3	3	梁耀文	電機工程學系	選修	電控工程研究所
101	2	5057	ICN5556	電力電子	65	1CD3B	EE207	3	3	陳鴻祺	電機工程學系	選修	電控工程研究所
101	2	5058	ICN5560	電腦控制系統	9999	2B4EF	EE112	3	3	徐保羅	電機工程學系	選修	電控工程研究所
101	2	5059	ICN5611	數位訊號處理	9999	2G5CD	EE105	3	3	蕭得聖	電機工程學系	必修	電控工程研究所
101	2	5060	ICN5624	智慧型控制	9999	1EFG	EE623	3	3	王啟旭	電機工程學系	選修	電控工程研究所
101	2	5061	ICN5627	智慧型資料分析	100	1EF4B	EE105	3	3	周志成	電機工程學系	選修	電控工程研究所
101	2	5062	ICN5634	交換式電源供應器設計	9999	2G5CD	EE207	3	3	鄒應嶼	電機工程學系	必修	電控工程研究所
101	2	5063	ICN5641	圖形識別	9999	1B4EF	EE102	3	3	林昇甫	電機工程學系	必修	電控工程研究所
101	2	5064	ICN5801	影像處理	9999	1BCD	EE118	3	3	羅佩禎	電機工程學系	選修	電控工程研究所
101	2	5065	ICN6553	微機電系統技術導論	9999	3BCD	EE112	3	3	邱俊誠	電機工程學系	選修	電控工程研究所
101	2	5066	ICN6568	模糊系統	9999	1CD4G	EE102	3	3	張志永	電機工程學系	必修	電控工程研究所
101	2	5067	ECM5001	論文研討-系統組(碩一)	9999	3EF	ED219	1	2	謝世福	電機工程學系	必修	電信工程研究所
101	2	5068	ECM5002	論文研討-系統組(碩二、博)	9999	3EF	ED219	1	2	謝世福	電機工程學系	必修	電信工程研究所
101	2	5069	ECM5003	論文研討-電波組(碩一)	9999	3EF	EDB26	1	2	吳霖	電機工程學系	必修	電信工程研究所
101	2	5070	ECM5004	論文研討-電波組(碩二、博)	9999	3EF	EDB26	1	2	吳霖	電機工程學系	必修	電信工程研究所
101	2	5072	ECM5101	數位通訊	9999	2EF3C	EDB26	3	3	陸曉峰	電機工程學系	選修	電信工程研究所
101	2	5073	ECM5102	隨機過程	9999	1B4EF	EDB26	3	3	王逸如	電機工程學系	選修	電信工程研究所
101	2	5074	ECM5110	嵌入式系統設計	25	2EF4E	ED117	3	3	方凱田	電機工程學系	選修	電信工程研究所
101	2	5075	ECM5202	檢測與估計理論	9999	5BCD	EDB01	3	3	伍紹勳	電機工程學系	選修	電信工程研究所
101	2	5076	ECM5203	適應性訊號處理	9999	1CDX	ED303	3	3	吳文榕	電機工程學系	選修	電信工程研究所
101	2	5077	ECM5209	無線通訊信號處理	9999	5EFG	ED203	3	3	李大嵩	電機工程學系	選修	電信工程研究所
101	2	5078	ECM5214	數位訊號處理	9999	1G4CD	ED219	3	3	張文輝	電機工程學系	選修	電信工程研究所
101	2	5079	ECM5310	雲端運算	9999	5XEF	ED219	3	3	王蒞君	電機工程學系	選修	電信工程研究所
101	2	5080	ECM5404	物理數學	9999	1G4CD	EDB01	3	3	黃瑞彬	電機工程學系	選修	電信工程研究所
101	2	5081	ECM5406	電磁共容	9999	2B5EF	ED103	3	3	吳霖	電機工程學系	選修	電信工程研究所
101	2	5082	ECM5411	半導體元件物理	9999	4GHY	ES816	3	3	白田理一郎	電機工程學系	選修	電信工程研究所
101	2	5083	ECM5502	微波工程 (二)	9999	1EF4B	EDB01	3	3	張志揚	電機工程學系	選修	電信工程研究所
101	2	5084	ECM5503	微波主動元件	9999	2IJK	ED203	3	3	周復芳	電機工程學系	選修	電信工程研究所
101	2	5085	ECM5504	微波量測原理	9999	2EF5B	ED525	3	3	張志揚	電機工程學系	選修	電信工程研究所
101	2	5086	ECM5505	微波電路設計與製造	40	1IJK	ED814	3	3	張志揚	電機工程學系	選修	電信工程研究所
101	2	5087	ECM5506	高頻電路設計	9999	4FGH	ED525	3	3	高曜煌	電機工程學系	選修	電信工程研究所
101	2	5088	ECM5603	計算機結構	9999	2GH5B	ED203	3	3	闕河鳴	電機工程學系	選修	電信工程研究所
101	2	5089	ECM5605	演算法	30	5IJK	ED203	3	3	溫宏斌	電機工程學系	選修	電信工程研究所
101	2	5090	ECM5707	類比濾波器設計	9999	3CDX	EDB01	3	3	洪崇智	電機工程學系	選修	電信工程研究所
101	2	5091	ECM9021	量子力學	9999	5FGH	EDB26	3	3	渡邊浩志	電機工程學系	選修	電信工程研究所
101	2	5092	ECM9026	無線通訊之矩陣理論	9999	1B4CD	EDB27	3	3	吳卓諭	電機工程學系	選修	電信工程研究所
101	2	5093	ECM9027	複合式左右手物質傳輸線電路	9999	4EFG	EDB01	3	3	紀佩綾	電機工程學系	選修	電信工程研究所
101	2	5094	ECM9033	高等機器學習	9999	3BCD	ED303	3	3	簡仁宗	電機工程學系	選修	電信工程研究所
101	2	5095	ECM9034	無線隨意網路	9999	5BCD	ED305	3	3	林亭佑	電機工程學系	選修	電信工程研究所
101	2	5096	ECM9035	智慧型手機應用程式設計	30	2GHY	ED103	3	3	高榮鴻	電機工程學系	選修	電信工程研究所
101	2	5097	ECM9036	感知無線電通訊系統與實驗	9999	2EFG	ED814	3	3	伍紹勳	電機工程學系	選修	電信工程研究所
101	2	5098	IDI5002	專題演講	9999	5EF	CY201	0	2	劉柏村	光電工程學系	必修	顯示科技研究所
101	2	5099	IDI5018	顯示科技實驗	9999	3IJK	CY202	1	3	謝漢萍	光電工程學系	必修	顯示科技研究所
101	2	5100	IDI5023	液晶顯示器專題	9999	5BCD	CY203	3	3	陳皇銘	光電工程學系	選修	顯示科技研究所
101	2	5101	IDI5034	有機電子與光電元件	9999	4EFG	CY202	3	3	陳方中	光電工程學系	選修	顯示科技研究所
101	2	5104	GEE5001	論文研討	9999	3EF	EE105	0	2	陳科宏	電機工程學系	必修	電機工程學系
101	2	5105	GEE5102	前瞻類比積體電路設計	9999	2BCD	EE209	3	3	洪浩喬	電機工程學系	選修	電機工程學系
101	2	5106	GEE5103	超大型積體電路系統設計	9999	1EFG	EE207	3	3	蔡尚澕	電機工程學系	選修	電機工程學系
101	2	5107	GEE9006	神經彌補裝置	9999	4EFG	EE105	3	3	蔡德明	電機工程學系	選修	電機工程學系
101	2	5108	GEE9007	電腦算數演算法之硬體架構	9999	2CD4B	EE113	3	3	魏慶隆	電機工程學系	選修	電機工程學系
101	2	5109	GEE9008	生醫光電系統	9999	4EFG	CS100	3	3	陳國平	影像與生醫光電研究所	選修	電機工程學系
101	2	5110	IEO5206	光電子學 (二)	9999	3BCD	CY201	3	3	謝美莉	光電工程學系	必修	光電工程學系
101	2	5111	IEO5307	專題演講 (碩一、博一)	9999	5EF	EO103	0	2	陳智弘	光電工程學系	必修	光電工程學系
101	2	5116	IEO5368	高等光子元件電磁學	9999	2EFG	EO103	3	3	張書維	光電工程學系	選修	光電工程學系
101	2	5118	IEO5370	臨床光學影像技術	9999	1EFG	EO115	3	3	孫家偉	光電工程學系	選修	光電工程學系
101	2	5119	IEO5371	表面電漿子波導及其電路	9999	4EFG	CY201	3	3	陳瓊華	光電工程學系	選修	光電工程學系
101	2	5120	IEO5508	半導體光學	9999	5BCD	EO115	3	3	謝文峰	光電工程學系	選修	光電工程學系
101	2	5121	IEO5515	物理光學	9999	2BCD	EO103	3	3	林怡欣	光電工程學系	必修	光電工程學系
101	2	5122	IEO5525	全像術	9999	2BCD	CY201	3	3	許根玉	光電工程學系	必修	光電工程學系
101	2	5123	IEO5564	光電實驗（二）	9999	3IJK	CY203	1	3	黃中垚	光電工程學系	必修	光電工程學系
101	2	5124	IEO5621	奈米光電元件技術	9999	4IJK	EO103	3	3	郭浩中	光電工程學系	選修	光電工程學系
101	2	5125	IEO5670	半導體雷射	9999	4BCD	CY202	3	3	盧廷昌	光電工程學系	必修	光電工程學系
101	2	5126	IEO5685	光電物理中之數值方法導論	9999	2EFG	CY201	3	3	賴英杰	光電工程學系	選修	光電工程學系
101	2	5127	IEO5686	光學系統導論	9999	1CD3D	EO115	3	3	安惠榮	光電工程學系	選修	光電工程學系
101	2	5128	IEO5701	光纖通訊	9999	4EFG	EO103	3	3	鄒志偉	光電工程學系	必修	光電工程學系
101	2	5129	IEO5800	統計光學與成像原理	9999	1EF3E	CY201	3	3	黃中垚	光電工程學系	選修	光電工程學系
101	2	5130	IEO5837	光子晶體導論	30	1EFG	CY202	3	3	施閔雄	光電工程學系	選修	光電工程學系
101	2	5131	IEO6403	半導體偵測器概論	9999	1BCD	CY202	3	3	林時彥	光電工程學系	選修	光電工程學系
101	2	5132	IME5555	可靠度工程	40	1IJK	EE229	3	3	張起明	機械工程學系	必修	機械工程學系
101	2	5133	IEC5054	積體電路技術	9999	2IJK	ED219	3	3	張國明	電子工程學系	選修	電機學院碩士在職專班
101	2	5134	IEC5055	功率積體電路	9999	2IJK	EE207	3	3	陳科宏	電機工程學系	選修	電機學院碩士在職專班
101	2	5135	IEC5101	電力電子	9999	3IJK	EE207	3	3	鄒應嶼	電機工程學系	選修	電機學院碩士在職專班
101	2	5136	IEC5206	微波工程(二)	9999	4IJK	ED220	3	3	張志揚	電機工程學系	選修	電機學院碩士在職專班
101	2	5137	IEC5223	光電元件與系統導論	9999	3IJK	EO105	3	3	郭浩中	光電工程學系	選修	電機學院碩士在職專班
101	2	5138	IEC5309	影像處理	9999	4IJK	EE207	3	3	林昇甫	電機工程學系	必修	電機學院碩士在職專班
101	2	5139	IEC5328	行動通訊	9999	5IJK	ED220	3	3	黃家齊	電機工程學系	選修	電機學院碩士在職專班
101	2	5143	ICE5102	經營管理-創業與興業家精神	40	2IJK	管一	3	3	蔡娟娟	光電工程學系	選修	電機學院
101	2	5144	IPO5001	科技英文寫作	9999	4BCD	CM215	2	3	李偉	影像與生醫光電研究所	選修	光電學院
101	2	5145	IPS5101	專題演講	9999	5EF	研華	0	2	謝建文	照明與能源光電研究所	必修	光電系統研究所
101	2	5146	IPS5103	光電系統導論	9999	2BCD	CM215	3	3	潘瑞文	光電系統研究所	選修	光電系統研究所
101	2	5149	IPS5110	光電元件物理	9999	2EFG	CM212	3	3	林建中	光電系統研究所	選修	光電系統研究所
